GEOID,weight,X,Y
421010040022,353,-75.1658140195987,39.917401003516126
421010040024,124,-75.16870375248038,39.92041303802032
421010041011,913,-75.15644789999538,39.923497069022694
421010041012,776,-75.15775462379159,39.921147248871684
421010041013,587,-75.16123120092648,39.92212554126745
421010041023,489,-75.16295022913116,39.917030751421336
421010042014,667,-75.15222784270568,39.923356346914574
421010042021,714,-75.14890952626584,39.917217811017345
421010042022,2218,-75.15260530561805,39.915515019575906
421010055001,324,-75.2477548962837,39.910239969308996
421010056001,2945,-75.24473463717516,39.89883279562512
421010062004,3068,-75.23495885941001,39.91955839927197
421010063001,4348,-75.23498266052522,39.925163096886386
421010063002,1386,-75.2354855667068,39.923943741595714
421010063004,3319,-75.24200750537932,39.91964337068407
421010064001,759,-75.23863781908645,39.928467386292716
421010064003,475,-75.24303757928243,39.924138374776014
421010065001,550,-75.22990869534779,39.933779105654544
421010065003,308,-75.23087393483182,39.935393686666494
421010066001,5169,-75.2269744022345,39.930721667133625
421010066003,1699,-75.2338842616629,39.928489986855666
421010067002,498,-75.22462812716103,39.9195421752643
421010067003,906,-75.2275611656596,39.92167886367767
421010067004,1090,-75.22966540953757,39.92383981399408
421010069002,713,-75.21799702378804,39.929929132538604
421010070001,1263,-75.21985816884852,39.937806295270185
421010070003,946,-75.2225745585574,39.933343424751676
421010070005,593,-75.2193595153591,39.93541892844323
421010071011,552,-75.2275427915689,39.93636848028049
421010071023,926,-75.22659233724119,39.940664625786155
421010071024,968,-75.22863146917469,39.9423823295523
421010072001,601,-75.23433548743246,39.942323471362556
421010073001,352,-75.22010743511885,39.9432152252243
421010073002,757,-75.22257435698057,39.94257772916234
421010078002,982,-75.21638601545882,39.945144136159584
421010078004,662,-75.21797372565345,39.94717822765635
421010079002,8,-75.2162711238373,39.94969458793662
421010080004,825,-75.22851196720354,39.95184755547302
421010081011,697,-75.23354932949913,39.94851321121788
421010081022,1101,-75.23666085622077,39.95246696604709
421010082003,668,-75.24184017853342,39.94708840647268
421010082006,338,-75.24660751802841,39.94826580951081
421010083011,1017,-75.24662941857363,39.9602456330284
421010083012,713,-75.24568427958576,39.95796114448249
421010083022,1788,-75.24119657345341,39.959868388831964
421010083023,1106,-75.24186920157295,39.95663717981429
421010084004,8310,-75.23409213510203,39.959710745532256
421010084005,877,-75.23706017948251,39.95541750937467
421010085002,255,-75.22357559781322,39.95651732043097
421010085004,851,-75.22907744885127,39.95442471022679
421010086011,97,-75.21907335501797,39.95381320942741
421010087012,3313,-75.20990077575254,39.956577047852946
421010087021,2095,-75.20679994817036,39.95502510352008
421010088012,735,-75.1981132790479,39.955503299739966
421010091001,182,-75.19662608926902,39.96160788128018
421010092001,5177,-75.20881953364051,39.959858774058965
421010093003,638,-75.22201178491495,39.960428710896466
421010093004,2111,-75.22584453261719,39.96170930742411
421010094004,747,-75.23429287523408,39.964190686185226
421010096001,367,-75.24267480137878,39.96736962729531
421010098011,28,-75.26539013995723,39.97819506429611
421010098012,2287,-75.26739445643078,39.977069565400186
421010100004,2077,-75.2521587174551,39.97217158334902
421010101003,468,-75.24200278307124,39.97411706769721
421010102002,2218,-75.23169756369374,39.96691617326462
421010103002,591,-75.22516752847706,39.966254050646484
421010105002,1249,-75.21439663496263,39.97029100922188
421010107002,100,-75.20562599414407,39.96667980792241
421010107004,247,-75.20581870938965,39.9695946002624
421010108005,303,-75.20008121509794,39.96459598608025
421010109002,340,-75.18964345556323,39.96429290958814
421010110003,557,-75.20735414671788,39.97433523531985
421010110004,879,-75.20168539097594,39.97319472164453
421010111001,8624,-75.2189633104927,39.97705324194092
421010111002,342,-75.22094495160313,39.97163925994549
421010111003,1032,-75.2259170484523,39.97224441801978
421010112002,1935,-75.23043955510832,39.972354392111605
421010112004,547,-75.23609241975632,39.97172874362901
421010112006,680,-75.23473533700363,39.97502817757175
421010113001,2130,-75.23696753937753,39.97968473582244
421010113002,556,-75.23225449367139,39.978297947513546
421010113003,1772,-75.23629111290144,39.977231584859965
421010114005,734,-75.24459994446714,39.978582490618614
421010118001,478,-75.235458869843,39.98987636034039
421010119003,755,-75.22684397485584,39.981194799888065
421010120001,2441,-75.2285144721063,39.99311526310109
421010122011,4404,-75.21131359646422,40.003975065973954
421010125002,425,-75.17121367582844,39.96244439164444
421010125003,794,-75.1772988119073,39.961913465751984
421010132002,2495,-75.1581759527831,39.9660046214937
421010133002,416,-75.162349714137,39.968395121183676
421010134011,298,-75.17712093566423,39.96642858664299
421010134022,542,-75.1671253249378,39.96622316892041
421010135004,790,-75.16729704038883,39.96917556652755
421010137002,367,-75.18083295632317,39.97674721244282
421010137003,441,-75.18279437260665,39.979010524440916
421010137004,97,-75.1835489728231,39.97424320101207
421010137005,2324,-75.18663220536362,39.97797688433933
421010138002,424,-75.17758761709787,39.9751173645411
421010139001,337,-75.172800501884,39.97796057778094
421010140001,769,-75.16412954953188,39.972627659693785
421010140003,845,-75.16049672384497,39.974321584036616
421010142002,521,-75.13518908639371,39.96491874191936
421010143001,60,-75.12590667332127,39.967515802447856
421010144002,137,-75.13794426471254,39.97210792743622
421010145002,567,-75.14792585219044,39.974505748141574
421010146001,7297,-75.15518785284641,39.9773974414949
421010148001,135,-75.16916096879595,39.9802047192788
421010149001,409,-75.17407670783513,39.98084331495255
421010149004,736,-75.18108200066895,39.98174018126499
421010151011,727,-75.1860867934305,39.985418291235185
421010151021,1118,-75.1768251408036,39.98604850327399
421010152001,602,-75.1656325941705,39.98591832469006
421010152002,687,-75.17058338821332,39.987452743675995
421010152003,345,-75.17310379672553,39.98530693811733
421010152004,654,-75.16851303182517,39.98317151799292
421010153002,723,-75.16076170774497,39.984483270231145
421010153004,527,-75.16224965690435,39.98262102651891
421010156001,500,-75.141439272841,39.977844378306784
421010156002,7584,-75.14253240405735,39.98065672351174
421010157003,798,-75.13534070628977,39.97685219256442
421010158001,461,-75.1301755196181,39.97567286267424
421010160002,872,-75.12581554412783,39.9776764851485
421010161001,165,-75.12997751393097,39.982557431910934
421010161002,1734,-75.12389524067032,39.98604531590154
421010162001,392,-75.13398859140571,39.98340949207918
421010162002,300,-75.1407048748097,39.98433809544144
421010163002,424,-75.13595358327028,39.98995573828111
421010163004,181,-75.1353385453356,39.986815694630245
421010164002,570,-75.14027323635563,39.98739154773741
421010164004,276,-75.14379849285581,39.98800324262003
421010166001,316,-75.15318726273603,39.98951528932148
421010167011,980,-75.16065980981058,39.992358119330774
421010167013,910,-75.1622756085939,39.988649187206406
421010167024,704,-75.1584804502199,39.98739176478518
421010168002,653,-75.16968373688155,39.99349456770547
421010168005,558,-75.16934273835065,39.99503350059289
421010168006,1608,-75.1657601152796,39.99287273566738
421010169011,4203,-75.17348414435455,39.994797119376315
421010169013,2272,-75.17789348588786,39.993015429252715
421010169023,1194,-75.1829809494587,39.993282398827425
421010170002,10416,-75.17609773917084,40.01052994207157
421010171001,632,-75.17425844773322,40.00353593786689
421010171003,456,-75.17107687424478,40.00575664009019
421010172011,598,-75.16848854214838,39.99890926245285
421010172012,693,-75.16978709806905,39.996723467677825
421010172022,717,-75.17513874673183,39.9984674390071
421010172023,591,-75.17734485008548,39.99763486595614
421010172024,693,-75.1722413782962,39.99807218030903
421010173002,2235,-75.16037850150096,39.99858290873338
421010174001,626,-75.14869616118284,39.99634762072344
421010175002,724,-75.14017467876934,39.99683228793688
421010175003,861,-75.14385242234363,39.99337187208042
421010175004,284,-75.14446612236674,39.99503576144961
421010175005,1344,-75.14214678265377,39.997855618883534
421010176013,356,-75.13071807209718,39.99201124795507
421010176014,908,-75.1328517614814,39.99416882474967
421010176021,1913,-75.1276599871372,39.99675156800294
421010176023,1721,-75.13317831397764,39.99770608351403
421010177022,505,-75.12147705331726,39.9935419155701
421010177023,1156,-75.12029770282811,39.99738366210526
421010177025,1170,-75.12333204308462,39.99777237716095
421010178001,1405,-75.11357996777893,39.994698094079396
421010179001,697,-75.11425588230095,39.98668013228543
421010179002,1059,-75.10876790579447,39.987760228686774
421010180022,54,-75.10428162259728,39.98273113426812
421010188002,1152,-75.10235935228869,39.9975515108925
421010188007,314,-75.10691960944501,39.998065142147155
421010190001,342,-75.10118878867539,40.007555173535636
421010190002,753,-75.09890406989555,40.01112654828702
421010190005,7902,-75.09920416954307,40.00585341675945
421010191002,239,-75.10382264754794,40.010992541668
421010191003,1379,-75.10446620781457,40.007906692235565
421010191005,990,-75.10848341398777,40.005146586573616
421010192001,1153,-75.11802452387667,40.00104359895643
421010192005,910,-75.12090017539475,39.99986177158193
421010195011,1582,-75.13501242961989,40.00086936452129
421010195021,655,-75.13276564278891,40.00392076026556
421010195022,1116,-75.12626347267661,40.00315473515271
421010197001,398,-75.13590621568709,40.01708296240024
421010197004,541,-75.13830964567727,40.01545109621551
421010198001,1485,-75.1451465126162,40.01126634956174
421010198002,350,-75.14288163851944,40.011331672931185
421010198005,345,-75.14108960288779,40.01140784621891
421010199002,432,-75.1422409872549,40.005958129073136
421010200002,497,-75.15074093783052,40.00420651784515
421010201011,829,-75.15517299524144,40.00573826155771
421010201013,1083,-75.1562879805536,40.00126958161042
421010201021,654,-75.15353507133487,40.01034406103837
421010201023,1182,-75.1565069401275,40.01131831312941
421010202001,573,-75.16204866233534,40.004933753203936
421010202003,611,-75.15959954821602,40.0083128849864
421010202005,830,-75.15878935829159,40.01166395321717
421010203001,462,-75.14927927428421,40.00911833699463
421010204003,20,-75.15113293309503,40.02090829939434
421010204004,621,-75.15395686650018,40.019062097065344
421010205001,717,-75.16296725508757,40.01716784465982
421010207002,202,-75.18860783705296,40.014185131361735
421010207004,59,-75.19757078667253,40.01072192460975
421010209001,320,-75.20900541178905,40.020491332483964
421010210001,263,-75.21292667033143,40.02729646450589
421010210003,172,-75.21001329786404,40.02441152668424
421010210004,28,-75.2180314743542,40.0224945682876
421010212002,2196,-75.21031771371156,40.03244609175709
421010214001,68,-75.2258627109575,40.026678531732685
421010214003,85,-75.22400780008384,40.027711391441784
421010216002,174,-75.24009409692702,40.04111839277019
421010217002,6464,-75.22955403926545,40.04694040774014
421010236001,455,-75.19463777650022,40.04779526722151
421010236003,12,-75.19622037154633,40.04150797330831
421010238003,2896,-75.17956647008205,40.0360497584104
421010238004,195,-75.18413383942342,40.03672610984305
421010240002,3127,-75.17916394282823,40.02989519552258
421010240003,678,-75.17533843263244,40.02722771646246
421010241001,2399,-75.17591747448431,40.03327341593949
421010242001,574,-75.17007338177392,40.03071720694721
421010244001,615,-75.1651512555818,40.02281065256996
421010244002,495,-75.1620145495268,40.024591355245065
421010244003,450,-75.16461956112808,40.02643361735211
421010245002,414,-75.16014927117091,40.03065853074492
421010246001,287,-75.16964218430532,40.03513399104711
421010246002,921,-75.17163161519323,40.04249159215312
421010246003,622,-75.17440795895264,40.039005430714894
421010247001,4,-75.16533705785322,40.04241952449651
421010247002,7381,-75.16144155252842,40.04208791605455
421010247003,237,-75.16644642469188,40.038056351987436
421010247004,617,-75.16153139567504,40.04607743206817
421010247005,803,-75.16908873965535,40.040789581667205
421010248002,543,-75.16797380593755,40.04614525267047
421010249002,795,-75.15881345324384,40.050739401624085
421010252004,752,-75.17636937252834,40.04648776489783
421010253002,879,-75.18236076370849,40.0510004408095
421010253005,598,-75.18172836547477,40.055413437427035
421010254003,760,-75.1808019093986,40.05942594689631
421010257001,2007,-75.19445810381191,40.07381572644048
421010264004,477,-75.16089455498349,40.0625958751418
421010265006,909,-75.15808450570167,40.05701620715215
421010266004,510,-75.14903429153199,40.065370187736065
421010267004,840,-75.14762160514863,40.0544149797053
421010267005,581,-75.15220638984836,40.0538404241955
421010267006,644,-75.15082877808598,40.05612461416446
421010267007,1638,-75.1474844075387,40.057174375891
421010268001,531,-75.13912188965645,40.06068301794398
421010273001,7738,-75.11711056242576,40.03815646326798
421010274011,635,-75.12790409984052,40.04296060598724
421010274013,280,-75.12947145683347,40.03445054634968
421010274025,423,-75.12419851473895,40.04428341134124
421010276001,1167,-75.13676553149249,40.042293302392466
421010276003,557,-75.14137215408084,40.04264283020803
421010276004,1853,-75.14053610232273,40.045615287786056
421010278001,1219,-75.14865776117625,40.04295972959322
421010278004,300,-75.14674883231518,40.04665793782715
421010279014,488,-75.1558026057273,40.04433606601121
421010279021,816,-75.15225431932949,40.04150454134798
421010280001,774,-75.15521321575227,40.023496805880235
421010280003,623,-75.15360399693516,40.02836708814177
421010281001,443,-75.14867295834406,40.03302814591173
421010282003,921,-75.14176413332349,40.03668226779012
421010283001,1176,-75.14082259771224,40.0299230729941
421010284001,696,-75.1380180419532,40.0293964943874
421010284002,643,-75.13741802564108,40.0273320957139
421010284004,839,-75.13865982027467,40.021788394462
421010285001,572,-75.13373585030172,40.028715516436016
421010286001,4220,-75.12480482702239,40.02835613567911
421010286003,728,-75.13053153688352,40.0268606333108
421010287002,1205,-75.12969386236766,40.02166743299941
421010288002,596,-75.12128731707581,40.02191312993228
421010289011,1885,-75.11835917043402,40.02076312750917
421010289023,713,-75.11607063280212,40.023549411243586
421010289024,624,-75.11862572058078,40.0243618322848
421010290003,363,-75.12046667089677,40.0303486664869
421010290004,2644,-75.1180542739579,40.027751276353236
421010291001,5259,-75.107185980271,40.03868283306034
421010291003,1050,-75.1051003693777,40.03218888200413
421010292001,1072,-75.10888137347509,40.02673286112032
421010293001,6991,-75.09191045556382,40.016259950902786
421010293002,792,-75.09167322699747,40.01112400343908
421010298001,758,-75.06982144177206,40.019265484762876
421010298004,8018,-75.06622300012341,40.013107236206054
421010298005,1146,-75.0701598046975,40.01523890750182
421010299001,1155,-75.07668361905101,40.013310174617615
421010299003,886,-75.07186792318885,40.01287206723329
421010299004,518,-75.07307991041289,40.01637433345915
421010300002,1142,-75.07456502254033,40.02010449193659
421010300003,645,-75.07706719946216,40.01735319653813
421010301001,784,-75.08403675536464,40.02072517165767
421010301002,773,-75.08674470376529,40.01808611332998
421010302004,337,-75.08680340857035,40.02648363387467
421010305011,320,-75.09750705870947,40.04487549112041
421010306001,4673,-75.08897104151413,40.048830416320456
421010306004,737,-75.09756766838755,40.04960178027309
421010309003,9315,-75.0865186920257,40.04285472958866
421010311013,1646,-75.0793789424494,40.040208958237145
421010311014,404,-75.08004092309207,40.04378695143689
421010311023,869,-75.08346682361017,40.03471491938146
421010313005,651,-75.07169481391553,40.042400976622154
421010314013,611,-75.0657157308709,40.04241966186017
421010314015,1720,-75.06988232537114,40.045692452619434
421010314023,1890,-75.06087315955516,40.04537064984932
421010315012,99,-75.0470084675347,40.035461028546564
421010315021,529,-75.05635855066723,40.039213970015794
421010316007,7907,-75.06184659287798,40.03525166700974
421010317004,429,-75.06560247782379,40.03348690370771
421010319003,410,-75.06407710474977,40.019667115440825
421010320001,10077,-75.05050313963154,40.029258584072544
421010325002,334,-75.04791434066497,40.02579230782413
421010326006,354,-75.03943772827431,40.02795254874187
421010329002,302,-75.02489537377657,40.03503469335517
421010330005,781,-75.0339283496193,40.03227085450741
421010331012,74,-75.03826354413998,40.03871220637539
421010331013,89,-75.03391036444424,40.04114454088024
421010334002,4066,-75.05203285361198,40.053949910524544
421010335002,7088,-75.06245947264888,40.052752161031705
421010336001,656,-75.05452796680133,40.062160738033704
421010337013,4871,-75.04698871163706,40.06457633431741
421010339001,500,-75.08162654538059,40.06756645011927
421010339002,410,-75.0850249301249,40.06629095360242
421010341002,233,-75.07705539452064,40.07500825380233
421010344001,1002,-75.04906733396855,40.08461782990324
421010346001,6236,-75.02459536892582,40.07225396699449
421010348013,4394,-75.01364914982766,40.05212425143439
421010348032,1516,-75.0048110648861,40.06502594305898
421010353011,10035,-74.9848521127264,40.06895023296116
421010353021,4200,-74.99203981795033,40.07749822875647
421010355003,44,-75.03016188247747,40.09240649876606
421010356014,7473,-75.02909280963918,40.09966609824945
421010359001,2708,-75.01631498355957,40.11674797129626
421010359002,297,-75.01762375061888,40.10948479138224
421010360001,9365,-75.01045386373873,40.10473902391516
421010362031,836,-74.97196946637473,40.08250489973563
421010364001,233,-74.98675875120442,40.112990254842266
421010367001,1758,-75.14346430487784,39.95960793445306
421010369003,3153,-75.18768986739363,39.95386430457898
421010372004,11313,-75.15433580140964,39.91213623176648
421010375001,183,-75.25034433049906,39.98663126970546
421010376002,558,-75.15832588642424,39.960194772543716
421010377002,471,-75.1479145798806,39.98147284809994
421010378001,2594,-75.11789860848776,39.97189744888824
421010379003,18228,-75.08873597541246,39.9937361133836
421010379005,754,-75.09747784553093,39.98632124118239
421010381001,413,-75.05592959397643,40.0104657890155
421010382001,170,-75.1015148898108,39.99389351149752
421010382002,18,-75.10268242731335,39.99019717907396
421010382003,3523,-75.09409010445492,40.00108839962725
421010383001,927,-75.12379715844426,40.01018489416979
421010383003,6506,-75.1334638969873,40.01509537058823
421010384002,668,-75.23618174137563,40.06592183073358
421010385001,1812,-75.20692858434535,40.071613647528594
421010387001,116,-75.20235725163361,40.076659909175106
421010388003,2394,-75.19164631647155,40.056502619970374
421010389003,2613,-75.17327984955544,40.054179242160885
421010390007,1081,-75.09085216929398,40.03156353179413
